subject,bases,num_bases
normal trade relations,normal|relat|trade,3
normal values,normal|valu,2
normal vision,normal|vision,2
normality,normal,1
normalization (sociology),normal|sociolog,2
normalization property,normal|properti,2
normative,norm,1
normative ethics,ethic|norm,2
normed vector space,norm|space|vector,3
norms,norm,1
north african studies,african|north|studi,3
north american free trade agreement,agreement|american|free|north|trade,5
north american indian lands,american|indian|land|north,4
north american industry classification system,american|classif|industri|north|system,5
north atlantic oscillation,atlant|north|oscil,3
north central,central|north,2
north east,east|north,2
north germanic languages,german|languag|north,3
north india,india|north,2
north pole,north|pole,2
north sea,north|sea,2
north west,north|west,2
northern communities,commun|northern,2
northern hemisphere,hemispher|northern,2
northern ireland,ireland|northern,2
northern spotted owl,northern|owl|spot,3
northern territory,northern|territori,2
norwegian,norwegian,1
nose,nose,1
nosocomial infections,infect|nosocomi,2
nosology,nosolog,1
nostalgia,nostalgia,1
not for profit,profit,1
not otherwise specified,specifi,1
notable & quotable (wsj),notabl|quotabl|wsj,3
notation,notat,1
notching,notch,1
note-taking,note|take,2
nothing,,0
nothofagus,nothofagu,1
notice,notic,1
notices,notic,1
notification system,notif|system,2
notional amount,notion,1
noumenon,noumenon,1
noun,noun,1
nous,nou,1
nova,nova,1
nova (rocket),nova|rocket,2
nova scotia,nova|scotia,2
novel food,food|novel,2
novella,novella,1
novellas,novella,1
novels,novel,1
novelties,novelti,1
novelty,novelti,1
novikov self-consistency principle,consist|novikov|principl|self,4
now accounts,account,1
nowcasting,nowcast,1
nozzle,nozzl,1
nozzle geometry,geometri|nozzl,2
nozzles,nozzl,1
nuclear accidents & safety,accid|nuclear|safeti,3
nuclear astrophysics,astrophys|nuclear,2
nuclear chemistry,chemistri|nuclear,2
nuclear decommissioning,decommiss|nuclear,2
nuclear emulsion,emuls|nuclear,2
nuclear energy,energi|nuclear,2
nuclear engineering,engin|nuclear,2
nuclear explosion,explos|nuclear,2
nuclear family,famili|nuclear,2
nuclear fission,fission|nuclear,2
nuclear free zones,free|nuclear|zone,3
nuclear fuel,fuel|nuclear,2
nuclear fuel elements,element|fuel|nuclear,3
nuclear fuels,fuel|nuclear,2
nuclear fusion,fusion|nuclear,2
nuclear imaging,imag|nuclear,2
nuclear industry,industri|nuclear,2
nuclear magnetic resonance spectroscopy,magnet|nuclear|reson|spectroscopi,4
nuclear magnetic resonance--nmr,magnet|nmr|nuclear|reson,4
nuclear material,materi|nuclear,2
nuclear medicine,medicin|nuclear,2
nuclear medicine imaging,imag|medicin|nuclear,3
nuclear physics,nuclear|physic,2
nuclear plant,nuclear|plant,2
nuclear power,nuclear|power,2
nuclear power plant,nuclear|plant|power,3
nuclear power plants,nuclear|plant|power,3
nuclear quadrupole resonance,nuclear|quadrupol|reson,3
nuclear radiation,nuclear|radiat,2
nuclear reaction,nuclear|reaction,2
nuclear reactor,nuclear|reactor,2
nuclear reactor core,core|nuclear|reactor,3
nuclear reactors,nuclear|reactor,2
nuclear research,nuclear|research,2
nuclear science,nuclear|scienc,2
nuclear security,nuclear|secur,2
nuclear structure,nuclear|structur,2
nuclear submarines,nuclear|submarin,2
nuclear tests,nuclear|test,2
nuclear war,nuclear|war,2
nuclear weapon,nuclear|weapon,2
nuclear weapons,nuclear|weapon,2
nuclear winter,nuclear|winter,2
nucleation,nucleat,1
nucleic acid,acid|nucleic,2
nucleon,nucleon,1
nucleophilic substitution,nucleophil|substitut,2
nucleoside,nucleosid,1
nucleotides,nucleotid,1
nucleus,nucleu,1
nuclide,nuclid,1
nudes,nude,1
nudge theory,nudg|theori,2
nudism and nudity,nudism|nuditi,2
nudity,nuditi,1
nuisance,nuisanc,1
null (sql),null|sql,2
null hypothesis,hypothesi|null,2
null model,model|null,2
null vector,null|vector,2
nullification,nullif,1
numb,numb,1
number density,densiti|number,2
number line,line|number,2
number sense,number|sens,2
number systems,number|system,2
number theory,number|theori,2
numbering,number,1
numbers,number,1
numeral system,numer|system,2
numerical analysis,analysi|numer,2
numerical controls,control|numer,2
numerical differentiation,differenti|numer,2
numerical diffusion,diffus|numer,2
numerical digit,digit|numer,2
numerical integration,integr|numer,2
numerical modeling,model|numer,2
numerical range,numer|rang,2
numerical weather prediction,numer|predict|weather,3
numinous,numin,1
numismatics,numismat,1
numéraire,numérair,1
nuns,nun,1
nurse anesthetist,anesthetist|nurs,2
nurse education,educ|nurs,2
nurse manager,manag|nurs,2
nurse patient relationships,nurs|patient|relationship,3
nurse practitioners,nurs|practition,2
nurse specialists,nurs|specialist,2
nurseries,nurseri,1
nursery rhymes,nurseri|rhyme,2
nurses,nurs,1
nurse–client relationship,client|nurs|relationship,3
nursing,nurs,1
nursing administration,administr|nurs,2
nursing and nurses,nurs,1
nursing assistants,assist|nurs,2
nursing care,care|nurs,2
nursing education,educ|nurs,2
nursing ethics,ethic|nurs,2
nursing homes,home|nurs,2
nursing licensure,licensur|nurs,2
nursing management,manag|nurs,2
nursing practice,nurs|practic,2
nursing process,nurs|process,2
nursing research,nurs|research,2
nursing schools,nurs|school,2
nursing science,nurs|scienc,2
nursing skills,nurs|skill,2
nursing staff,nurs|staff,2
nut,nut,1
nutation,nutat,1
nutmeg,nutmeg,1
nutraceutical,nutraceut,1
nutrient,nutrient,1
nutrient removal,nutrient|remov,2
nutrients,nutrient,1
nutrition,nutrit,1
nutrition education,educ|nutrit,2
nutrition facts label,fact|label|nutrit,3
nutrition information,inform|nutrit,2
nutrition labeling,label|nutrit,2
nutrition research,nutrit|research,2
nutrition therapy,nutrit|therapi,2
nutritional information,inform|nutrit,2
nutritional science,nutrit|scienc,2
nutritional status,nutrit|statu,2
nutritionist,nutritionist,1
nutritionists,nutritionist,1
nuts,nut,1
nuts and bolts,bolt|nut,2
nylon,nylon,1
nymph,nymph,1
nyquist–shannon sampling theorem,nyquist|sampl|shannon|theorem,4
nystagmus,nystagmu,1
nytravel,nytravel,1
o'connor,,0
oak forest,forest|oak,2
oak ridge national laboratory,laboratori|nation|oak|ridg,4
oath,oath,1
oats,oat,1
obedience,obedi,1
obesity,obes,1
obfuscation,obfusc,1
obituaries,obituari,1
obituary,obituari,1
object (grammar),grammar|object,2
object linking & embedding,emb|link|object,3
object motion,motion|object,2
object oriented programming,object|orient|program,3
object recognition,object|recognit,2
object-oriented programming,object|orient|program,3
objectification,objectif,1
objective structured clinical examination,clinic|examin|object|structur,4
objectives,object,1
objectivism,objectiv,1
objectivity,object,1
objectivity (philosophy),object|philosophi,2
oblate spheroid,oblat|spheroid,2
obligate,oblig,1
obligation,oblig,1
oblique case,case|obliqu,2
oboe music,music|obo,2
observability,observ,1
observable,observ,1
observation point,observ|point,2
observational equivalence,equival|observ,2
observational error,error|observ,2
observational studies,observ|studi,2
observational study,observ|studi,2
observatories,observatori,1
observatory,observatori,1
observer (physics),observ|physic,2
obsessive compulsive,compuls|obsess,2
obsessive compulsive disorder,compuls|disord|obsess,3
obsolescence,obsolesc,1
obstacle,obstacl,1
obstacle avoidance,avoid|obstacl,2
obstetrics,obstetr,1
obstruction of justice,justic|obstruct,2
obstructions,obstruct,1
obstructive jaundice,jaundic|obstruct,2
obstructive sleep apnea,apnea|obstruct|sleep,3
obturator nerve,nerv|obtur,2
occam,occam,1
occam's razor,occam|razor,2
occipital lobe,lobe|occipit,2
occipital region,occipit|region,2
occiput,occiput,1
occlusion,occlus,1
occlusive,occlus,1
occult sciences,occult|scienc,2
occultation,occult,1
occupancy,occup,1
occupancy rates,occup|rate,2
occupational accidents,accid|occup,2
occupational choice,choic|occup,2
occupational disease,diseas|occup,2
occupational diseases,diseas|occup,2
occupational exposure,exposur|occup,2
occupational hazards,hazard|occup,2
occupational health,health|occup,2
occupational health & safety act-ontario,act|health|occup|ontario|safeti,5
occupational health and safety regulation,health|occup|regul|safeti,4
occupational licensing,licens|occup,2
occupational mobility,mobil|occup,2
occupational psychology,occup|psycholog,2
occupational safety,occup|safeti,2
occupational safety and health,health|occup|safeti,3
occupational stress,occup|stress,2
occupational therapy,occup|therapi,2
occupational training,occup|train,2
occupations,occup,1
ocean bottom,ocean,1
ocean circulation,circul|ocean,2
ocean current,current|ocean,2
ocean currents,current|ocean,2
ocean engineering,engin|ocean,2
ocean observations,observ|ocean,2
ocean science,ocean|scienc,2
ocean surface topography,ocean|surfac|topographi,3
ocean temperature,ocean|temperatur,2
ocean tide,ocean|tide,2
ocean traffic,ocean|traffic,2
ocean waves,ocean|wave,2
oceanic analysis,analysi|ocean,2
oceanic climate,climat|ocean,2
oceanographic instruments,instrument|oceanograph,2
oceanography,oceanographi,1
oceans,ocean,1
ochronosis,ochronosi,1
ocimum,ocimum,1
ocr,ocr,1
octadecane,octadecan,1
octamethylcyclotetrasiloxane,octamethylcyclotetrasiloxan,1
octane,octan,1
octant (instrument),instrument|octant,2
octave (electronics),electron|octav,2
octopus (software),octopu|softwar,2
octopuses,octopu,1
octree,octre,1
ocular surgery,ocular|surgeri,2
oculomotor nerve,nerv|oculomotor,2
odds ratio,odd|ratio,2
ode,ode,1
odocoileus,odocoileu,1
odometer,odomet,1
odonata,odonata,1
odontogenic,odontogen,1
odor,odor,1
odor removal,odor|remov,2
odors,odor,1
oem,oem,1
oenothera,oenothera,1
of reformation,reform,1
of the form,form,1
off site,site,1
off the shelf,shelf,1
off track betting,bet|track,2
off-balance-sheet,balanc|sheet,2
off-broadway theater,broadway|theater,2
off-label use,label|use,2
off-premise automated teller machines,autom|machin|premis|teller,4
offensive,offens,1
offers in compromise,compromis|offer,2
office administration,administr|offic,2
office automation,autom|offic,2
office buildings,build|offic,2
office design,design|offic,2
office equipment,equip|offic,2
office equipment industry,equip|industri|offic,3
office furniture,furnitur|offic,2
office layout,layout|offic,2
office lighting,light|offic,2
office machines,machin|offic,2
office management,manag|offic,2
office parks,offic|park,2
office software,offic|softwar,2
office space,offic|space,2
office supplies,offic|suppli,2
office workers,offic|worker,2
officer,offic,1
officer call programs,offic|program,2
officers,offic,1
offices,offic,1
official history,histori|offici,2
official language,languag|offici,2
official misconduct,misconduct|offici,2
official statistics,offici|statist,2
officiating (sports),offici|sport,2
officinalis,officinali,1
offset (computer science),comput|offset|scienc,3
offset printing,offset|print,2
offshore,offshor,1
offshore banking,bank|offshor,2
offshore drilling,drill|offshor,2
offshore geotechnical engineering,engin|geotechn|offshor,3
offshore investing,invest|offshor,2
offshore oil exploration & development,develop|explor|offshor|oil,4
offshore oil wells,offshor|oil|well,3
ogden,ogden,1
ohm,ohm,1
oil & gas royalties,oil|royalti,2
oil (petroleum) and gasoline,gasolin|oil|petroleum,3
oil analysis,analysi|oil,2
oil and gas leases,leas|oil,2
oil boom,boom|oil,2
oil consumption,consumpt|oil,2
oil exploration,explor|oil,2
oil field,field|oil,2
oil fields,field|oil,2
oil immersion,immers|oil,2
oil painting,oil|paint,2
oil pollution,oil|pollut,2
oil pressure,oil|pressur,2
oil price,oil|price,2
oil production,oil|product,2
oil pump,oil|pump,2
oil recovery,oil|recoveri,2
oil refinery,oil|refineri,2
oil refining & marketing,market|oil|refin,3
oil reserves,oil|reserv,2
oil sands,oil|sand,2
oil service industry,industri|oil|servic,3
oil shale,oil|shale,2
oil sludge,oil|sludg,2
oil spill,oil|spill,2
oil spills,oil|spill,2
oil storage,oil|storag,2
oil supply,oil|suppli,2
oil tank,oil|tank,2
oil tankers,oil|tanker,2
oil well,oil,1
oil wells,oil|well,2
"oil, field services",field|oil|servic,3
"oil, gas pipeline",oil|pipelin,2
"oil, natural gas exploration",explor|natur|oil,3
"oil, natural gas production",natur|oil|product,3
"oil, natural gas services",natur|oil|servic,3
oilfield equipment & services,equip|oilfield|servic,3
oils & fats,fat|oil,2
oilseeds,oilse,1
old chinese,chines|old,2
old english,english|old,2
old field,field|old,2
old french,french|old,2
old norse,nors|old,2
old testament,old|testament,2
old town,old|town,2
old world,old|world,2
old-growth forest,forest|growth|old,3
older people,old|peopl,2
older workers,old|worker,2
oldest old people,old|peopl,2
olduvai gorge,gorg|olduvai,2
olea,olea,1
oleaceae,oleacea,1
oleic acid,acid|oleic,2
oleoresin,oleoresin,1
oleum,oleum,1
olfaction,olfact,1
olfactory system,olfactori|system,2
oligarchy,oligarchi,1
oligochaeta (plant),oligochaeta|plant,2
oligodontia,oligodontia,1
oligomer,oligom,1
oligosaccharide,oligosaccharid,1
olive leaf,leaf|oliv,2
olive oil,oil|oliv,2
olive trees,oliv|tree,2
olives,oliv,1
olivine,olivin,1
olympiad,olympiad,1
olympic games,game|olymp,2
olympic games-1992,olymp,1
olympic games-1996,olymp,1
olympic games-1998,olymp,1
olympic games-2002,olymp,1
olympic games-2008,olymp,1
olympic trials,olymp|trial,2
ombudsman programs,ombudsman|program,2
ombudsmen,ombudsman,1
omega,omega,1
omen,oman,1
omeprazole,omeprazol,1
omics,omic,1
omitted-variable bias,bia|omit|variabl,3
omnichannel,omnichannel,1
omnipotence,omnipot,1
omnipresence,omnipres,1
omniscience,omnisci,1
on board,board,1
on demand,demand,1
on language,languag,1
on the fly,fli,1
on-line systems,line|system,2
onagraceae,onagracea,1
onboard,onboard,1
onboard equipment,equip|onboard,2
onboarding,onboard,1
onchocerciasis,onchocerciasi,1
oncologic surgery,oncolog|surgeri,2
oncology,oncolog,1
one shot,shot,1
one stop shopping,shop|stop,2
one-act plays,act|play,2
one-dimensional space,dimension|space,2
one-step,step,1
onions,onion,1
online advertising,advertis|onlin,2
online algorithm,algorithm|onlin,2
online analytical processing,analyt|onlin|process,3
online and offline,offlin|onlin,2
online banking,bank|onlin,2
online community,commun|onlin,2
online course,cours|onlin,2
online data bases,basi|data|onlin,3
online database,databas|onlin,2
online discussion,discuss|onlin,2
online document delivery,deliveri|document|onlin,3
online entertainment,entertain|onlin,2
online forum,forum|onlin,2
online gambling,gambl|onlin,2
online information services,inform|onlin|servic,3
online instruction,instruct|onlin,2
online learning,learn|onlin,2
online model,model|onlin,2
online reference work,onlin|refer|work,3
online research methods,method|onlin|research,3
online sales,onlin|sale,2
online search,onlin|search,2
online securities trading,onlin|secur|trade,3
online teaching,onlin|teach,2
online tellers,onlin|teller,2
online trading,onlin|trade,2
online transaction processing,onlin|process|transact,3
online tutorials,onlin|tutori,2
online video,onlin|video,2
online voting,onlin|vote,2
only child,child,1
onomastics,onomast,1
onomatopoeia,onomatopoeia,1
onsager reciprocal relations,onsag|reciproc|relat,3
onset of action,action|onset,2
onsite,onsit,1
ontarians with disabilities act-ontario,act|disabl|ontarian|ontario,4
ontario,ontario,1
ontario securities act,act|ontario|secur,3
ontic,ontic,1
ontogeny,ontogeni,1
ontology,ontolog,1
oophorectomy,oophorectomi,1
oospore,oospor,1
opacity,opac,1
opalescence,opalesc,1
opcode,opcod,1
open access,access|open,2
open access publishing,access|open|publish,3
open air,air|open,2
open data,datum|open,2
open education,educ|open,2
open educational resources,educ|open|resourc,3
open field,field|open,2
open hearth furnace,furnac|hearth|open,3
open innovation,innov|open,2
open learning,learn|open,2
open meeting laws,law|meet|open,3
open plan,open|plan,2
open research,open|research,2
open science,open|scienc,2
open sea,open|sea,2
open set,open|set,2
open shell,open|shell,2
open source software,open|softwar|sourc,3
open standards,open|standard,2
open surgery,open|surgeri,2
open systems,open|system,2
open water,open|water,2
open-pit mining,mine|open|pit,3
opening ceremony,ceremoni|open,2
opening hours,hour|open,2
openness to experience,experi|open,2
openurl,openurl,1
opera,opera,1
opera -- barber of seville,barber|opera|sevil,3
opera -- das rheingold,opera|rheingold,2
opera -- death and the powers: the robots opera,death|opera|power|robot,4
"opera -- grand duchess, the",duchess|grand|opera,3
opera -- hansel and gretel,gretel|hansel|opera,3
opera -- petite messe solennelle,mess|opera|petit|solennel,4
opera houses,hous|opera,2
operability,oper,1
operand,operand,1
operating budget,budget|oper,2
operating budgets,budget|oper,2
operating companies,compani|oper,2
operating cost,cost|oper,2
operating costs,cost|oper,2
operating expense,expens|oper,2
operating leases,leas|oper,2
operating leverage,leverag|oper,2
operating losses,loss|oper,2
operating microscope,microscop|oper,2
operating model,model|oper,2
operating point,oper|point,2
operating ratios,oper|ratio,2
operating revenue,oper|revenu,2
operating room management,manag|oper|room,3
operating room nursing,nurs|oper|room,3
operating speed,oper|speed,2
operating systems,oper|system,2
operating table,oper|tabl,2
operating temperature,oper|temperatur,2
operating theater,oper|theater,2
operating theatres,oper|theatr,2
operation,oper,1
operation audits,audit|oper,2
operation planning,oper|plan,2
operation support systems,oper|support|system,3
operational calculus,calculu|oper,2
operational costs,cost|oper,2
operational effectiveness,effect|oper,2
operational efficiency,effici|oper,2
operational excellence,excel|oper,2
operational planning,oper|plan,2
operationalization,operation,1
operations,oper,1
operations management,manag|oper,2
operations research,oper|research,2
operations support system,oper|support|system,3
operator algebra,algebra|oper,2
operator matrix,matrix|oper,2
operator product expansion,expans|oper|product,3
operator splitting,oper|split,2
operator theory,oper|theori,2
operators,oper,1
ophthalmic surgery,ophthalm|surgeri,2
ophthalmology,ophthalmolog,1
opiliones,opilion,1
opinion leadership,leadership|opinion,2
opinions,opinion,1
opisthorchiasis,opisthorchiasi,1
opium,opium,1
opossum,opossum,1
opportunism,opportun,1
opportunity,opportun,1
opportunity cost,cost|opportun,2
opportunity costs,cost|opportun,2
opportunity zones,opportun|zone,2
opposition parties,opposit|parti,2
oppression,oppress,1
opt-in email,email|opt,2
opt-out,opt,1
optic nerve,nerv|optic,2
optical bar code readers,bar|code|optic|reader,4
optical character recognition,charact|optic|recognit,3
optical coherence tomography,coher|optic|tomographi,3
optical communication,commun|optic,2
optical computing,comput|optic,2
optical conductivity,conduct|optic,2
optical correlation,correl|optic,2
optical density,densiti|optic,2
optical disc,disc|optic,2
optical disk,disk|optic,2
optical engineering,engin|optic,2
optical fiber,fiber|optic,2
optical filter,filter|optic,2
optical glass,glass|optic,2
optical head-mounted display,display|head|mount|optic,4
optical illusions,illus|optic,2
optical imaging,imag|optic,2
optical industry,industri|optic,2
optical instrument,instrument|optic,2
optical mapping,map|optic,2
optical materials,materi|optic,2
optical path,optic|path,2
optical path length,length|optic|path,3
optical phenomena,optic|phenomenon,2
optical properties,optic|properti,2
optical recording,optic|record,2
optical rotation,optic|rotat,2
optical sensing,optic|sens,2
optical storage,optic|storag,2
optical switch,optic|switch,2
optical transfer function,function|optic|transfer,3
optical transparency,optic|transpar,2
optical tweezers,optic|tweezer,2
optical wireless,optic|wireless,2
optically active,activ|optic,2
optics,optic,1
optimal allocation,alloc|optim,2
optimal control,control|optim,2
optimal design,design|optim,2
optimal distinctiveness theory,distinct|optim|theori,3
optimal estimation,estim|optim,2
optimal maintenance,mainten|optim,2
optimal stopping,optim|stop,2
optimal tax,optim|tax,2
optimality criterion,criterion|optim,2
optimism,optim,1
optimization,optim,1
optimization algorithm,algorithm|optim,2
optimization algorithms,algorithm|optim,2
optimization problem,optim|problem,2
optimization techniques,optim|techniqu,2
opting out,opt,1
options markets,market|option,2
options trading,option|trade,2
optoacoustic imaging,imag|optoacoust,2
optoelectronics,optoelectron,1
optogenetics,optogenet,1
optometry,optometri,1
opus,opu,1
oracle,oracl,1
oral administration,administr|oral,2
oral and maxillofacial pathology,maxillofaci|oral|patholog,3
oral and maxillofacial surgery,maxillofaci|oral|surgeri,3
oral cancer,cancer|oral,2
oral cavity,caviti|oral,2
oral diseases,diseas|oral,2
oral health,health|oral,2
oral history,histori|oral,2
oral hygiene,hygien|oral,2
oral lichen planus,lichen|oral|planu,3
oral literature,literatur|oral,2
oral medicine,medicin|oral,2
oral mucosa,mucosa|oral,2
oral route,oral|rout,2
oral submucous fibrosis,fibrosi|oral|submuc,3
oral surgery,oral|surgeri,2
oral surgical procedures,oral|procedur|surgic,3
oral tradition,oral|tradit,2
orange (colour),colour|orang,2
orange juice,juic|orang,2
oratorios,oratorio,1
orbifold,orbifold,1
orbit (dynamics),dynam|orbit,2
orbital elements,element|orbit,2
orbital fracture,fractur|orbit,2
orbital plane,orbit|plane,2
orbital speed,orbit|speed,2
orbiter,orbit,1
orbits,orbit,1
orchard,orchard,1
orchards,orchard,1
orchestras,orchestra,1
orchestras & other music groups,group|music|orchestra,3
orchidaceae,orchidacea,1
orchiectomy,orchiectomi,1
orchiopexy,orchiopexi,1
orchitis,orchiti,1
order (exchange),exchang|order,2
order and disorder,disord|order,2
order entry,entri|order,2
order of integration (calculus),calculu|integr|order,3
order picking,order|pick,2
order processing,order|process,2
order quantity,order|quantiti,2
order statistic,order|statist,2
order theory,order|theori,2
order type,order|type,2
ordered field,field|order,2
ordered logit,logit|order,2
ordered probit,order|probit,2
ordered set,order|set,2
orderliness,orderli,1
orders,order,1
orders of approximation,approxim|order,2
ordinal data,datum|ordin,2
ordinal regression,ordin|regress,2
ordinal scale,ordin|scale,2
ordinary differential equations,differenti|equat|ordinari,3
ordinary income,incom|ordinari,2
ordinary interest,interest|ordinari,2
ordinary least squares,ordinari|squar,2
ordinate,ordin,1
ordination,ordin,1
ordovician,ordovician,1
organelle,organel,1
organic acid,acid|organ,2
organic base,base|organ,2
organic brain syndrome,brain|organ|syndrom,3
organic chemicals,chemic|organ,2
organic chemistry,chemistri|organ,2
organic component,compon|organ,2
organic compound,compound|organ,2
organic contaminants,contamin|organ,2
organic dye,dye|organ,2
organic farming,farm|organ,2
organic gardening,garden|organ,2
organic light emitting diodes,diod|emit|light|organ,4
organic matter,matter|organ,2
organic semiconductor,organ|semiconductor,2
organic solvent,organ|solvent,2
organic unity,organ|uniti,2
organic waste treatment,organ|treatment|wast,3
organicism,organic,1
organisation climate,climat|organis,2
organisational change,chang|organis,2
organised crime,crime|organis,2
organism,organ,1
organismal biology,biolog|organism,2
organisms,organ,1
organization development,develop|organ,2
organization studies,organ|studi,2
organization theory,organ|theori,2
organizational analysis,analysi|organiz,2
organizational architecture,architectur|organiz,2
organizational behavior,behavior|organiz,2
organizational change,chang|organiz,2
organizational chart,chart|organiz,2
organizational commitment,commit|organiz,2
organizational communication,commun|organiz,2
organizational culture,cultur|organiz,2
organizational dynamics,dynam|organiz,2
organizational ecology,ecolog|organiz,2
organizational economics,econom|organiz,2
organizational effectiveness,effect|organiz,2
organizational ethics,ethic|organiz,2
organizational learning,learn|organiz,2
organizational performance,organiz|perform,2
organizational profiles,organiz|profil,2
organizational structure,organiz|structur,2
organizational systems,organiz|system,2
organizational theory,organiz|theori,2
organizational unit,organiz|unit,2
organizations,organ,1
organized crime,crime|organ,2
organoid,organoid,1
organoleptic,organolept,1
organosilicon,organosilicon,1
organs,organ,1
orgasm,orgasm,1
orientalism,orient,1
orientation,orient,1
orientation (vector space),orient|space|vector,3
orientations,orient,1
oriented strand board,board|orient|strand,3
orienteering,orienteer,1
origami,origami,1
original equipment manufacturer,equip|manufactur|origin,3
original issue discount,discount|issu|origin,3
original research,origin|research,2
original sin,origin|sin,2
origination,origin,1
ornamental plant,ornament|plant,2
ornidazole,ornidazol,1
ornithology,ornitholog,1
ornithosis,ornithosi,1
orobanchaceae,orobanchacea,1
orofacial pain,orofaci|pain,2
orotic acid,acid|orot,2
orphan drug,drug|orphan,2
orphan works,orphan|work,2
orphanages,orphanag,1
orphans,orphan,1
orthant,orthant,1
orthodontics,orthodont,1
orthodoxy,orthodoxi,1
orthoester,orthoest,1
orthognathic surgery,orthognath|surgeri,2
orthogonal basis,basi|orthogon,2
orthogonal coordinates,coordin|orthogon,2
orthogonal functions,function|orthogon,2
orthogonal group,group|orthogon,2
orthogonal polynomials,orthogon|polynomi,2
orthogonal transformation,orthogon|transform,2
orthogonality,orthogon,1
orthogonalization,orthogon,1
orthographic projection,orthograph|project,2
orthonormal basis,basi|orthonorm,2
orthopedic apparatus,apparatu|orthoped,2
orthopedic surgery,orthoped|surgeri,2
orthopedics,orthoped,1
orthophoto,orthophoto,1
orthoptera,orthoptera,1
orthostatic hypotension,hypotens|orthostat,2
orthotics,orthot,1
oryx,oryx,1
oscillation (cell signaling),cell|oscil|signal,3
oscillators,oscil,1
oscillograph,oscillograph,1
osculating circle,circl|oscul,2
osi,osi,1
osiris,osiri,1
oskar,oskar,1
osmanthus fragrans,fragran|osmanthu,2
osmole,osmol,1
osmolyte,osmolyt,1
osmometer,osmomet,1
osmosis,osmosi,1
osmotic concentration,concentr|osmot,2
osmotic pressure,osmot|pressur,2
ossification,ossif,1
ostectomy,ostectomi,1
ostensive definition,definit|ostens,2
osteoarthritis,osteoarthr,1
osteochondritis,osteochondr,1
osteochondritis dissecans,dissecan|osteochondr,2
osteochondrodysplasia,osteochondrodysplasia,1
osteochondroma,osteochondroma,1
osteochondrosis,osteochondrosi,1
osteogenesis imperfecta,imperfecta|osteogenesi,2
osteoid,osteoid,1
osteoid osteoma,osteoid|osteoma,2
osteology,osteolog,1
osteolysis,osteolysi,1
osteoma,osteoma,1
osteomyelitis,osteomyel,1
osteopathic medicine,medicin|osteopath,2
osteopetrosis,osteopetrosi,1
osteoplasty,osteoplasti,1
osteopontin,osteopontin,1
osteoporosis,osteoporosi,1
osteosarcoma,osteosarcoma,1
osteosclerosis,osteosclerosi,1
osteosynthesis,osteosynthesi,1
osteotomy,osteotomi,1
ostium,ostium,1
ostomy,ostomi,1
ostracism,ostrac,1
ostracod,ostracod,1
ostwald ripening,ostwald|ripen,2
other building materials,build|materi,2
other business services,busi|servic,2
other postemployment benefits,benefit|postemploy,2
otherness,other,1
otitis,otiti,1
otolaryngology,otolaryngolog,1
otology,otolog,1
otoplasty,otoplasti,1
otorhinolaryngology,otorhinolaryngolog,1
otosclerosis,otosclerosi,1
otter,otter,1
out of africa,africa,1
out of pocket costs,cost|pocket,2
out of stock,stock,1
out patient department,depart|patient,2
out-of-core algorithm,algorithm|core,2
out-of-order execution,execut|order,2
outbreak,outbreak,1
outbreaks,outbreak,1
outcome (game theory),game|outcom|theori,3
outcrop,outcrop,1
outdoor activities,activ|outdoor,2
outdoor advertising,advertis|outdoor,2
outdoor air quality,air|outdoor|qualiti,3
outdoor cooking,cook|outdoor,2
outdoor education,educ|outdoor,2
outdoor furniture,furnitur|outdoor,2
outdoors,outdoor,1
outerwear,outerwear,1
outfall,outfal,1
outflow,outflow,1
outgassing,outga,1
outgroup,outgroup,1
outlets,outlet,1
outlier,outlier,1
outpatient care facilities,care|facil|outpati,3
outpatient clinic,clinic|outpati,2
outpatient procedure,outpati|procedur,2
outplacement,outplac,1
output,output,1
outreach,outreach,1
outreach services,outreach|servic,2
outrigger,outrigg,1
outside directors,director|outsid,2
outsider art,art|outsid,2
outsourcing,outsourc,1
ovality,oval,1
ovarian cancer,cancer|ovarian,2
ovarian torsion,ovarian|torsion,2
ovaries,ovari,1
ovary,ovari,1
ovens & stoves,oven|stove,2
over the counter trading,counter|trade,2
overall survival,overal|surviv,2
overburden,overburden,1
overburden pressure,overburden|pressur,2
overclocking,overclock,1
overconfidence effect,effect|overconfid,2
overcrowding,overcrowd,1
overdetermination,overdetermin,1
overdetermined system,overdetermin|system,2
overdiagnosis,overdiagnosi,1
overdose,overdos,1
overdraft,overdraft,1
overdraft banking,bank|overdraft,2
overdrafts,overdraft,1
overexpansion,overexpans,1
overexploitation,overexploit,1
overhead (engineering),engin|overhead,2
overhead costs,cost|overhead,2
overhead crane,crane|overhead,2
overhead line,line|overhead,2
overhead projector,overhead|projector,2
overheating,overheat,1
overheating (electricity),electr|overheat,2
overlapping generations model,gener|model|overlap,3
overlay,overlay,1
overlayer,overlay,1
overline,overlin,1
overloading,overload,1
overpayment,overpay,1
overpopulation,overpopul,1
overpressure,overpressur,1
overproduction,overproduct,1
overqualification,overqualif,1
overseas employment,employ|oversea,2
overshoot (microwave communication),commun|microwav|overshoot,3
overspending,overspend,1
overtaking,overtak,1
overtime,overtim,1
overtime pay,overtim|pay,2
overweight,overweight,1
overwintering,overwint,1
overwork,overwork,1
oviduct,oviduct,1
oviparity,ovipar,1
ovis,ovi,1
