subject,bases,num_bases
aluminum extrusion,aluminum|extrus,2
aluminum industry,aluminum|industri,2
alumni,alumnu,1
alumni associations,alumnu|associ,2
alveolar mucosa,alveolar|mucosa,2
alveolar process,alveolar|process,2
alzheimers disease,alzheim|diseas,2
amanita,amanita,1
amanita phalloides,amanita|phalloid,2
amantadine,amantadin,1
amaranth,amaranth,1
amaranthaceae,amaranthacea,1
amaryllidaceae,amaryllidacea,1
amateur,amateur,1
amateur radio,amateur|radio,2
amateurs,amateur,1
amaurosis,amaurosi,1
amazon rainforest,amazon|rainforest,2
ambidexterity,ambidexter,1
ambience,ambienc,1
ambient intelligence,ambient|intellig,2
ambient music,ambient|music,2
ambient pressure,ambient|pressur,2
ambient space,ambient|space,2
ambiguity,ambigu,1
ambiguous genitalia,ambigu|genitalia,2
ambivalence,ambival,1
ambroxol,ambroxol,1
ambulance service,ambul|servic,2
ambulance services,ambul|servic,2
ambulatory,ambulatori,1
ambulatory care,ambulatori|care,2
ambush marketing,ambush|market,2
amended tax returns,amend|return|tax,3
amendment,amend,1
amendments,amend,1
amenity,amen,1
amentoflavone,amentoflavon,1
american century,american|centuri,2
american civil war,american|civil|war,3
american culture,american|cultur,2
american depositary receipts,american|depositari|receipt,3
american dollar,american|dollar,2
american education,american|educ,2
american english,american|english,2
american express cards,american|card|express,3
american history,american|histori,2
american jobs creation act 2004-us,act|american|creation|job,4
american literature,american|literatur,2
american medicine,american|medicin,2
american recovery & reinvestment act 2009-us,act|american|recoveri|reinvest,4
american rescue plan act 2021-us,act|american|plan|rescu,4
american revolution,american|revolut,2
american rule,american|rule,2
american samoa,american|samoa,2
american society of anesthesiologists,american|anesthesiologist|societi,3
american studies,american|studi,2
american west,american|west,2
americanization,american,1
americans abroad,abroad|american,2
americans with disabilities act 1990-us,act|american|disabl,3
amharic,amhar,1
amicus curiae,amicu|curia,2
amide,amid,1
amidine,amidin,1
aminal,amin,1
amine gas treating,amin|treat,2
amino acid,acid|amino,2
amino acids,acid|amino,2
amino sugar,amino|sugar,2
aminobenzoic acid,acid|aminobenzo,2
aminoketone,aminoketon,1
aminophylline,aminophyllin,1
aminoquinolines,aminoquinolin,1
aminosalicylic acid,acid|aminosalicyl,2
amish culture,amish|cultur,2
amitriptyline,amitriptylin,1
ammonia,ammonia,1
ammonium,ammonium,1
ammonium carbonate,ammonium|carbon,2
ammonium chloride,ammonium|chlorid,2
ammonium fluoride,ammonium|fluorid,2
ammonium hydroxide,ammonium|hydroxid,2
ammonium iodide,ammonium|iodid,2
ammonium nitrate,ammonium|nitrat,2
ammonium oxalate,ammonium|oxal,2
ammonium sulfate,ammonium|sulfat,2
ammonium thiocyanate,ammonium|thiocyan,2
ammunition,ammunit,1
amnesia,amnesia,1
amnesties,amnesti,1
amniocentesis,amniocentesi,1
amniotic fluid,amniot|fluid,2
amoeba (genus),amoeba|genu,2
amoebiasis,amoebiasi,1
amorphophallus,amorphophallu,1
amorphous silica,amorph|silica,2
amorphous solid,amorph|solid,2
amortization,amort,1
amphetamines,amphetamin,1
amphibian,amphibian,1
amphibians,amphibian,1
amphitheaters,amphitheat,1
amphora,amphora,1
ample line bundle,ampl|bundl|line,3
amplification,amplif,1
amplitude,amplitud,1
ampoule,ampoul,1
ampulla,ampulla,1
amputation,amput,1
amundsen-scott south pole station,amundsen|pole|scott|south|station,5
amusement,amus,1
amusement parks,amus|park,2
amusement rides,amus|rid,2
amygdala,amygdala,1
amyloid (mycology),amyloid|mycolog,2
amyloidosis,amyloidosi,1
amyotrophic lateral sclerosis,amyotroph|later|sclerosi,3
anabaptists,anabaptist,1
anabolism,anabol,1
anacardiaceae,anacardiacea,1
anacardium,anacardium,1
anaerobic exercise,anaerob|exercis,2
anal fissure,anal|fissur,2
anal sphincter,anal|sphincter,2
analgesic,analges,1
analgesics,analges,1
analog,analog,1
analog computer,analog|comput,2
analogs,analog,1
analogy,analog,1
analogy (language change),analog|chang|languag,3
analyser,analys,1
analysis,analysi,1
analysis of algorithms,algorithm|analysi,2
analysis of covariance,analysi|covari,2
analysis of variance,analysi|varianc,2
analysts,analyst,1
analyte,analyt,1
analytic continuation,analyt|continu,2
analytic function,analyt|function,2
analytic geometry,analyt|geometri,2
analytic hierarchy process,analyt|hierarchi|process,3
analytic number theory,analyt|number|theori,3
analytical chemistry,analyt|chemistri,2
analytical chemistry (journal),analyt|chemistri|journal,3
analytical procedures,analyt|procedur,2
analytical psychology,analyt|psycholog,2
analytical skill,analyt|skill,2
analytical technique,analyt|techniqu,2
analytics,analyt,1
analytics & statistics,analyt|statist,2
anamnesis,anamnesi,1
ananas,anana,1
anaphylaxis,anaphylaxi,1
anaplasia,anaplasia,1
anarchy,anarchi,1
anas,ana,1
anasarca,anasarca,1
anastomosis,anastomosi,1
anatidae,anatida,1
anatomic variation,anatom|variat,2
anatomical landmark,anatom|landmark,2
anatomy & physiology,anatomi|physiolog,2
anatomy and physiology,anatomi|physiolog,2
ancestor,ancestor,1
anchor bolt,anchor|bolt,2
anchoring,anchor,1
anchors,anchor,1
ancient art,ancient|art,2
ancient city,ancient|citi,2
ancient civilizations,ancient|civil,2
ancient culture,ancient|cultur,2
ancient egypt,ancient|egypt,2
ancient greece,ancient|greec,2
ancient greek,ancient|greek,2
ancient languages,ancient|languag,2
ancient literature,ancient|literatur,2
ancient philosophy,ancient|philosophi,2
ancient rome,ancient|rome,2
ancillary data,ancillari|datum,2
anderson localization,anderson|local,2
androgens,androgen,1
andrographolide,andrographolid,1
android (operating system),android|oper|system,3
andropogon,andropogon,1
androstane,androstan,1
androstenone,androstenon,1
anecdote,anecdot,1
anechoic chamber,anecho|chamber,2
anemia,anemia,1
anemone,anemon,1
anesthesia,anesthesia,1
anesthesiology,anesthesiolog,1
anesthetic,anesthet,1
anethum graveolens,anethum|graveolen,2
aneurysm,aneurysm,1
aneurysms,aneurysm,1
angel investors,angel|investor,2
angels,angel,1
anger,anger,1
anger management,anger|manag,2
angina pectoris,angina|pectori,2
angiocardiography,angiocardiographi,1
angiodysplasia,angiodysplasia,1
angioedema,angioedema,1
angiofibroma,angiofibroma,1
angiogenesis,angiogenesi,1
angiography,angiographi,1
angiology,angiolog,1
angiomatosis,angiomatosi,1
angioplasty,angioplasti,1
angiosarcoma,angiosarcoma,1
angioscopy,angioscopi,1
angle of incidence (optics),angl|incid|optic,3
angle of repose,angl|repos,2
anglican churches,anglican|church,2
anglo saxon,anglo|saxon,2
angstrom,angstrom,1
anguilla rostrata,anguilla|rostrata,2
anguish,anguish,1
angular displacement,angular|displac,2
angular momentum,angular|momentum,2
angular resolution (graph drawing),angular|draw|graph|resolut,4
angular velocity,angular|veloc,2
anharmonicity,anharmon,1
anhidrosis,anhidrosi,1
anhydrous,anhydr,1
aniline,anilin,1
animacy,animaci,1
animal assisted therapy,anim|assist|therapi,3
animal attacks,anim|attack,2
animal behavior,anim|behavior,2
animal bites,anim|bite,2
animal breeding,anim|breed,2
animal care,anim|care,2
animal cognition,anim|cognit,2
animal communication,anim|commun,2
animal control,anim|control,2
animal diseases,anim|diseas,2
animal ecology,anim|ecolog,2
animal ethics,anim|ethic,2
animal euthanasia,anim|euthanasia,2
animal fat,anim|fat,2
animal feathers,anim|feather,2
animal feed,anim|feed,2
animal food,anim|food,2
animal grooming,anim|groom,2
animal health,anim|health,2
animal husbandry,anim|husbandri,2
animal lactation,anim|lactat,2
animal learning,anim|learn,2
animal life,anim|life,2
animal migration,anim|migrat,2
animal model,anim|model,2
animal populations,anim|popul,2
animal production,anim|product,2
animal reproduction,anim|reproduct,2
animal rights,anim|right,2
animal rights movement,anim|movement|right,3
animal sciences,anim|scienc,2
animal shelters,anim|shelter,2
animal skins,anim|skin,2
animal species,anim|speci,2
animal spirits,anim|spirit,2
animal studies,anim|studi,2
animal study,anim|studi,2
animal testing,anim|test,2
animal training,anim|train,2
animal vaccines,anim|vaccin,2
animal waste,anim|wast,2
animal welfare,anim|welfar,2
animals,anim,1
animated films,anim|film,2
animation,anim,1
anime,anim,1
animism,anim,1
anisodamine,anisodamin,1
anisotropy,anisotropi,1
ankle,ankl,1
ankylosing spondylitis,ankylos|spondyl,2
ankylosis,ankylosi,1
annals,annal,1
annealing,anneal,1
annealing (glass),anneal|glass,2
annelid,annelid,1
annexation,annex,1
annihilation,annihil,1
anniversaries,anniversari,1
annona muricata,annona|muricata,2
annona squamosa,annona|squamosa,2
annonaceae,annonacea,1
annotated bibliography,annot|bibliographi,2
annotation,annot,1
annotations,annot,1
annual cycle,annual|cycl,2
annual growth %,annual|growth,2
annual meetings,annual|meet,2
annual plant,annual|plant,2
annual report,annual|report,2
annual reports,annual|report,2
annuities,annuiti,1
annulene,annulen,1
annulment,annul,1
annulus (botany),annulu|botani,2
anomala,anomala,1
anomalies,anomali,1
anomaly (physics),anomali|physic,2
anomaly detection,anomali|detect,2
anomer,anom,1
anomie,anomi,1
anonymity,anonym,1
anorectal anomalies,anomali|anorect,2
anorexia,anorexia,1
anorthite,anorthit,1
anoxic waters,anox|water,2
ansatz,ansatz,1
anseriformes,anseriform,1
ant,ant,1
ant colony optimization algorithms,algorithm|ant|coloni|optim,4
antacid,antacid,1
antacids,antacid,1
antarctic treaty,antarct|treati,2
antebellum period,antebellum|period,2
antecedent (behavioral psychology),anteced|behavior|psycholog,3
antenna (radio),antenna|radio,2
antennas,antenna,1
anterior commissure,anterior|commissur,2
anterior cruciate ligament,anterior|cruciat|ligament,3
anterior fontanelle,anterior|fontanel,2
anterior shoulder,anterior|shoulder,2
anterior superior iliac spine,anterior|iliac|spine|superior,4
anterior surface,anterior|surfac,2
anterior teeth,anterior|tooth,2
anterior wall,anterior|wall,2
anthelmintic,anthelmint,1
anthem,anthem,1
anthocyanin,anthocyanin,1
anthologies,antholog,1
anthracene,anthracen,1
anthranilic acid,acid|anthranil,2
anthraquinone,anthraquinon,1
anthraquinones,anthraquinon,1
anthrax,anthrax,1
anthrone,anthron,1
anthropic principle,anthrop|principl,2
anthropocene,anthropocen,1
anthropocentrism,anthropocentr,1
anthropology,anthropolog,1
anthropometry,anthropometri,1
anthropomorphism,anthropomorph,1
anthurium,anthurium,1
anti dumping tariffs,anti|dump|tariff,3
anti inflation,anti|inflat,2
anti smoking,anti|smoke,2
anti takeover strategy,anti|strategi|takeov,3
anti virus,anti|viru,2
anti-americanism,american|anti,2
anti-de sitter space,anti|sitter|space,3
anti-fascism,anti|fascism,2
anti-imperialism,anti|imperi,2
anti-inflammatory,anti|inflammatori,2
anti-inflammatory agents,agent|anti|inflammatori,3
anti-social behaviour,anti|behaviour|social,3
anti-virus software,anti|softwar|viru,3
antiarrhythmics,antiarrhythm,1
antibiotics,antibiot,1
antibodies,antibodi,1
antibody,antibodi,1
anticholinergic,anticholinerg,1
anticipation (artificial intelligence),anticip|artifici|intellig,3
anticoagulant,anticoagul,1
anticoagulant therapy,anticoagul|therapi,2
anticoagulants,anticoagul,1
anticonvulsants,anticonvuls,1
anticyclone,anticyclon,1
antidepressants,antidepress,1
antidiabetics,antidiabet,1
antiferromagnetism,antiferromagnet,1
antifreeze,antifreez,1
antifreeze protein,antifreez|protein,2
antifungal,antifung,1
antifungal agents,agent|antifung,2
antigen,antigen,1
antigen presentation,antigen|present,2
antigens,antigen,1
antiheroes,antihero,1
antihistamine,antihistamin,1
antihypertensives,antihypertens,1
antimicrobial,antimicrobi,1
antimicrobial agents,agent|antimicrobi,2
antimonide,antimonid,1
antimony,antimoni,1
antineoplastic drugs,antineoplast|drug,2
antinomy,antinomi,1
antioxidant,antioxid,1
antioxidants,antioxid,1
antiparasitic,antiparasit,1
antiparasitic agent,agent|antiparasit,2
antiparasitic agents,agent|antiparasit,2
antipodal point,antipod|point,2
antipodes,antipod,1
antipruritic,antiprurit,1
antipsychotics,antipsychot,1
antiquarian materials,antiquarian|materi,2
antique,antiqu,1
antiques,antiqu,1
antiquity,antiqu,1
antiretroviral drugs,antiretrovir|drug,2
antisemitism,antisemit,1
antiseptic,antisept,1
antiseptics,antisept,1
antisocial personality disorder,antisoci|disord|person,3
antispasmodic,antispasmod,1
antisymmetric relation,antisymmetr|relat,2
antisymmetry,antisymmetri,1
antithesis,antithesi,1
antithrombotic,antithrombot,1
antitrust,antitrust,1
antitrust actions and laws,action|antitrust|law,3
antitrust laws,antitrust|law,2
antiviral drugs,antivir|drug,2
antiwear additives,addit|antiwear,2
antler,antler,1
ants,ant,1
anuria,anuria,1
anus,anu,1
anus diseases,anu|diseas,2
anxiety,anxieti,1
anxiety disorders,anxieti|disord,2
aorta,aorta,1
aortic aneurysms,aneurysm|aortic,2
aortic dissection,aortic|dissect,2
aortic stenosis,aortic|stenosi,2
aortic valve,aortic|valv,2
aortoiliac occlusive disease,aortoiliac|diseas|occlus,3
aotearoa,aotearoa,1
"apache point observatory (sunspot, nm)",apach|observatori|point|sunspot,4
apartheid,apartheid,1
apartheid (policy),apartheid|polici,2
apartment,apart,1
apartment buildings,apart|build,2
apartment houses,apart|hous,2
apartments,apart,1
apathy,apathi,1
apatite,apatit,1
aperiodic graph,aperiod|graph,2
aperture,apertur,1
aperture (computer memory),apertur|comput|memori,3
apex (geometry),apex|geometri,2
apexes,apex,1
apgar score,apgar|score,2
aphasia,aphasia,1
apheresis,apheresi,1
aphid,aphid,1
aphorism,aphor,1
aphra,aphra,1
apiaceae,apiacea,1
apicoectomy,apicoectomi,1
apium graveolens,apium|graveolen,2
aplasia,aplasia,1
aplysia,aplysia,1
apnea,apnea,1
apocrine,apocrin,1
apocrypha,apocrypha,1
apocynaceae,apocynacea,1
apodemus,apodemu,1
apodization,apod,1
apolipoproteins,apolipoprotein,1
apollo,apollo,1
apologetics,apologet,1
apologies,apolog,1
aponeurosis,aponeurosi,1
apoptosis,apoptosi,1
apostle,apostl,1
apostles,apostl,1
apothecaries' system,apothecari|system,2
apothecary,apothecari,1
apotheosis,apotheosi,1
app store,app|store,2
appalachia,appalachia,1
appalachian region,appalachian|region,2
apparel,apparel,1
apparent size,appar|size,2
appeal,appeal,1
appeals,appeal,1
appeals & appeals process,appeal|process,2
appeals courts,appeal|court,2
appearance of impropriety,appear|improprieti,2
append,append,1
appendage,appendag,1
appendages,appendag,1
appendectomy,appendectomi,1
appendicitis,append,1
appendicular skeleton,appendicular|skeleton,2
appendix,appendix,1
apperception,appercept,1
appetite,appetit,1
apple tree,appl|tree,2
apples,appl,1
appliance industry,applianc|industri,2
appliances,applianc,1
application programming interface,applic|interfac|program,3
application server,applic|server,2
application service providers,applic|provid|servic,3
application-specific integrated circuit,applic|circuit|integr|specif,4
applications,applic,1
applications of artificial intelligence,applic|artifici|intellig,3
applications of mathematics,applic|mathemat,2
applications of nanotechnology,applic|nanotechnolog,2
applications programs,applic|program,2
applied anthropology,anthropolog|appli,2
applied arts,appli|art,2
applied behavior analysis,analysi|appli|behavior,3
applied economics,appli|econom,2
applied ethics,appli|ethic,2
