source,K,year,pp_mean,pp_sd,pp_lo,pp_hi,rank_mean,rank_sd,rank_lo,rank_hi,rank_norm_mean,rank_norm_sd,rank_norm_lo,rank_norm_hi,n_anchor
paper,8,1993,1989.5393352280732,639.4247690931631,1559.9679302618338,2419.1107401943127,654.4297231540087,131.09695026583276,566.3575935861315,742.5018527218858,0.05009796548679543,0.010035746020503158,0.04335585957177766,0.05684007140181321,11.0
paper,8,1994,1903.4613783943757,591.647395627842,1505.9872496631524,2300.935507125599,636.8297770027795,117.7960451838621,557.6933170547825,715.9662369507764,0.04828125678565423,0.008930708505220781,0.0422815251747371,0.05428098839657136,11.0
paper,8,1995,1681.1136903989254,474.9475054158532,1362.0396146854573,2000.1877661123935,578.1166096161743,102.33179788884839,509.3691723622553,646.8640468700933,0.042502323894734184,0.007523290537336305,0.037448108540086414,0.047556539249381954,11.0
paper,8,1996,1602.7392283411684,495.9623968738138,1269.547156445582,1935.9313002367549,578.3024884053822,112.02032695069653,503.0462087632385,653.5587680475259,0.04204001805796614,0.008143379394496697,0.036569221340741385,0.04751081477519089,11.0
paper,8,1997,1521.2335776219604,427.7671070602463,1233.8557248077527,1808.6114304361681,557.6854203471879,104.89154125519087,487.21832410071505,628.1525165936608,0.039905933477437414,0.007505655903770368,0.03486356523082039,0.04494830172405444,11.0
paper,8,1998,1375.9161791870029,385.06766274742137,1117.2242033849593,1634.6081549890464,526.4506190461557,97.55458241911448,460.91255881413474,591.9886792781766,0.03742185236324678,0.006934502588791191,0.032763190134641365,0.04208051459185219,11.0
paper,8,1999,1378.0263145750275,391.6620235430393,1114.9041869103257,1641.1484422397293,516.077966351704,107.66559171092895,443.7472376510041,588.4086950524039,0.0357271004743305,0.007453485061331184,0.030719781076566578,0.04073441987209443,11.0
paper,8,2000,1324.5094744956289,393.47248376044234,1060.1710631071542,1588.8478858841036,499.50934049918015,109.45120698608262,425.9790191340222,573.0396618643381,0.03335398908247731,0.007308440637425389,0.028444111854568792,0.03826386631038583,11.0
paper,8,2001,1350.2888182860847,402.83209472642193,1079.6625346928854,1620.915101879284,489.90979548707804,108.48383788390223,417.0293615276487,562.7902294465074,0.03216319560708233,0.007122100701411646,0.027378503251552565,0.036947887962612086,11.0
paper,8,2002,1286.8591236627421,384.0401977832438,1028.8574082158632,1544.860839109621,480.1317792207792,109.68181346895307,406.44653431241625,553.8170241291422,0.03037463017781864,0.006938812770858043,0.025713072329500618,0.035036188026136665,11.0
paper,8,2003,1247.2869184841236,361.91294233415306,1004.1504955169107,1490.4233414513365,465.58329870129876,99.81479931750445,398.5268040959163,532.6397933066812,0.029030009895329764,0.006223643803311167,0.02484890909688965,0.03321111069376988,11.0
paper,8,2004,1212.0495776400026,343.6717593988366,981.1677481144591,1442.931407165546,449.25216883116883,94.57563733280034,385.7153911391722,512.7889465231655,0.027733327293732256,0.005838362697252938,0.02381106186426151,0.031655592723203,11.0
paper,8,2005,1163.4244349247958,348.65538925588055,929.1945573050908,1397.654312544501,443.72457142857144,103.09299937033275,374.4657520611204,512.9833907960225,0.026967580614353438,0.006265528100785995,0.022758341561998324,0.03117681966670855,11.0
paper,8,2006,1175.795617237401,352.93588031703194,938.6900665941251,1412.901167880677,433.02374025974024,98.28702308756529,366.9936196912906,499.0538608281899,0.025836738678982115,0.0058643808524800264,0.021896994014993475,0.029776483342970755,11.0
paper,8,2007,1109.0099956284762,325.15544371663816,890.5675962389922,1327.45239501796,425.5341688311688,97.060856374768,360.32779826897274,490.7405393933649,0.02497705985978569,0.005697062650394319,0.021149721093442077,0.028804398626129303,11.0
